,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
10,1.4924,1.5119000000000002,1.5133999999999999,1.5012999999999999,1.5025,1.4848999999999997,1.4839,1.5058,1.5344,1.5532999999999997,1.5872999999999997,1.6196999999999997,1.7028999999999999,1.7705000000000002,1.7634999999999998,1.7940999999999998,1.7740999999999998,1.7861,1.8033000000000001,1.8316000000000003,1.8848,1.9828000000000001,2.0604,2.1001000000000003,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992
11,1.5119000000000002,1.5133999999999999,1.5012999999999999,1.5025,1.4848999999999997,1.4839,1.5058,1.5344,1.5532999999999997,1.5872999999999997,1.6196999999999997,1.7028999999999999,1.7705000000000002,1.7634999999999998,1.7940999999999998,1.7740999999999998,1.7861,1.8033000000000001,1.8316000000000003,1.8848,1.9828000000000001,2.0604,2.1001000000000003,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004
12,1.5133999999999999,1.5012999999999999,1.5025,1.4848999999999997,1.4839,1.5058,1.5344,1.5532999999999997,1.5872999999999997,1.6196999999999997,1.7028999999999999,1.7705000000000002,1.7634999999999998,1.7940999999999998,1.7740999999999998,1.7861,1.8033000000000001,1.8316000000000003,1.8848,1.9828000000000001,2.0604,2.1001000000000003,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437
13,1.5012999999999999,1.5025,1.4848999999999997,1.4839,1.5058,1.5344,1.5532999999999997,1.5872999999999997,1.6196999999999997,1.7028999999999999,1.7705000000000002,1.7634999999999998,1.7940999999999998,1.7740999999999998,1.7861,1.8033000000000001,1.8316000000000003,1.8848,1.9828000000000001,2.0604,2.1001000000000003,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437,3.4403
14,1.5025,1.4848999999999997,1.4839,1.5058,1.5344,1.5532999999999997,1.5872999999999997,1.6196999999999997,1.7028999999999999,1.7705000000000002,1.7634999999999998,1.7940999999999998,1.7740999999999998,1.7861,1.8033000000000001,1.8316000000000003,1.8848,1.9828000000000001,2.0604,2.1001000000000003,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437,3.4403,3.4400999999999997
15,1.4848999999999997,1.4839,1.5058,1.5344,1.5532999999999997,1.5872999999999997,1.6196999999999997,1.7028999999999999,1.7705000000000002,1.7634999999999998,1.7940999999999998,1.7740999999999998,1.7861,1.8033000000000001,1.8316000000000003,1.8848,1.9828000000000001,2.0604,2.1001000000000003,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437,3.4403,3.4400999999999997,3.4533
16,1.4839,1.5058,1.5344,1.5532999999999997,1.5872999999999997,1.6196999999999997,1.7028999999999999,1.7705000000000002,1.7634999999999998,1.7940999999999998,1.7740999999999998,1.7861,1.8033000000000001,1.8316000000000003,1.8848,1.9828000000000001,2.0604,2.1001000000000003,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437,3.4403,3.4400999999999997,3.4533,3.4691
17,1.5058,1.5344,1.5532999999999997,1.5872999999999997,1.6196999999999997,1.7028999999999999,1.7705000000000002,1.7634999999999998,1.7940999999999998,1.7740999999999998,1.7861,1.8033000000000001,1.8316000000000003,1.8848,1.9828000000000001,2.0604,2.1001000000000003,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437,3.4403,3.4400999999999997,3.4533,3.4691,3.3790999999999998
18,1.5344,1.5532999999999997,1.5872999999999997,1.6196999999999997,1.7028999999999999,1.7705000000000002,1.7634999999999998,1.7940999999999998,1.7740999999999998,1.7861,1.8033000000000001,1.8316000000000003,1.8848,1.9828000000000001,2.0604,2.1001000000000003,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437,3.4403,3.4400999999999997,3.4533,3.4691,3.3790999999999998,3.2210999999999994
19,1.5532999999999997,1.5872999999999997,1.6196999999999997,1.7028999999999999,1.7705000000000002,1.7634999999999998,1.7940999999999998,1.7740999999999998,1.7861,1.8033000000000001,1.8316000000000003,1.8848,1.9828000000000001,2.0604,2.1001000000000003,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437,3.4403,3.4400999999999997,3.4533,3.4691,3.3790999999999998,3.2210999999999994,3.0800999999999994
20,1.5872999999999997,1.6196999999999997,1.7028999999999999,1.7705000000000002,1.7634999999999998,1.7940999999999998,1.7740999999999998,1.7861,1.8033000000000001,1.8316000000000003,1.8848,1.9828000000000001,2.0604,2.1001000000000003,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437,3.4403,3.4400999999999997,3.4533,3.4691,3.3790999999999998,3.2210999999999994,3.0800999999999994,2.9653999999999994
21,1.6196999999999997,1.7028999999999999,1.7705000000000002,1.7634999999999998,1.7940999999999998,1.7740999999999998,1.7861,1.8033000000000001,1.8316000000000003,1.8848,1.9828000000000001,2.0604,2.1001000000000003,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437,3.4403,3.4400999999999997,3.4533,3.4691,3.3790999999999998,3.2210999999999994,3.0800999999999994,2.9653999999999994,2.9024
22,1.7028999999999999,1.7705000000000002,1.7634999999999998,1.7940999999999998,1.7740999999999998,1.7861,1.8033000000000001,1.8316000000000003,1.8848,1.9828000000000001,2.0604,2.1001000000000003,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437,3.4403,3.4400999999999997,3.4533,3.4691,3.3790999999999998,3.2210999999999994,3.0800999999999994,2.9653999999999994,2.9024,2.7724
23,1.7705000000000002,1.7634999999999998,1.7940999999999998,1.7740999999999998,1.7861,1.8033000000000001,1.8316000000000003,1.8848,1.9828000000000001,2.0604,2.1001000000000003,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437,3.4403,3.4400999999999997,3.4533,3.4691,3.3790999999999998,3.2210999999999994,3.0800999999999994,2.9653999999999994,2.9024,2.7724,2.7204000000000006
24,1.7634999999999998,1.7940999999999998,1.7740999999999998,1.7861,1.8033000000000001,1.8316000000000003,1.8848,1.9828000000000001,2.0604,2.1001000000000003,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437,3.4403,3.4400999999999997,3.4533,3.4691,3.3790999999999998,3.2210999999999994,3.0800999999999994,2.9653999999999994,2.9024,2.7724,2.7204000000000006,2.689800000000001
25,1.7940999999999998,1.7740999999999998,1.7861,1.8033000000000001,1.8316000000000003,1.8848,1.9828000000000001,2.0604,2.1001000000000003,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437,3.4403,3.4400999999999997,3.4533,3.4691,3.3790999999999998,3.2210999999999994,3.0800999999999994,2.9653999999999994,2.9024,2.7724,2.7204000000000006,2.689800000000001,2.672200000000001
26,1.7740999999999998,1.7861,1.8033000000000001,1.8316000000000003,1.8848,1.9828000000000001,2.0604,2.1001000000000003,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437,3.4403,3.4400999999999997,3.4533,3.4691,3.3790999999999998,3.2210999999999994,3.0800999999999994,2.9653999999999994,2.9024,2.7724,2.7204000000000006,2.689800000000001,2.672200000000001,2.653300000000001
27,1.7861,1.8033000000000001,1.8316000000000003,1.8848,1.9828000000000001,2.0604,2.1001000000000003,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437,3.4403,3.4400999999999997,3.4533,3.4691,3.3790999999999998,3.2210999999999994,3.0800999999999994,2.9653999999999994,2.9024,2.7724,2.7204000000000006,2.689800000000001,2.672200000000001,2.653300000000001,2.720400000000001
28,1.8033000000000001,1.8316000000000003,1.8848,1.9828000000000001,2.0604,2.1001000000000003,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437,3.4403,3.4400999999999997,3.4533,3.4691,3.3790999999999998,3.2210999999999994,3.0800999999999994,2.9653999999999994,2.9024,2.7724,2.7204000000000006,2.689800000000001,2.672200000000001,2.653300000000001,2.720400000000001,2.7842000000000007
29,1.8316000000000003,1.8848,1.9828000000000001,2.0604,2.1001000000000003,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437,3.4403,3.4400999999999997,3.4533,3.4691,3.3790999999999998,3.2210999999999994,3.0800999999999994,2.9653999999999994,2.9024,2.7724,2.7204000000000006,2.689800000000001,2.672200000000001,2.653300000000001,2.720400000000001,2.7842000000000007,2.7762000000000002
30,1.8848,1.9828000000000001,2.0604,2.1001000000000003,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437,3.4403,3.4400999999999997,3.4533,3.4691,3.3790999999999998,3.2210999999999994,3.0800999999999994,2.9653999999999994,2.9024,2.7724,2.7204000000000006,2.689800000000001,2.672200000000001,2.653300000000001,2.720400000000001,2.7842000000000007,2.7762000000000002,2.6031999999999997
31,1.9828000000000001,2.0604,2.1001000000000003,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437,3.4403,3.4400999999999997,3.4533,3.4691,3.3790999999999998,3.2210999999999994,3.0800999999999994,2.9653999999999994,2.9024,2.7724,2.7204000000000006,2.689800000000001,2.672200000000001,2.653300000000001,2.720400000000001,2.7842000000000007,2.7762000000000002,2.6031999999999997,2.5742000000000003
32,2.0604,2.1001000000000003,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437,3.4403,3.4400999999999997,3.4533,3.4691,3.3790999999999998,3.2210999999999994,3.0800999999999994,2.9653999999999994,2.9024,2.7724,2.7204000000000006,2.689800000000001,2.672200000000001,2.653300000000001,2.720400000000001,2.7842000000000007,2.7762000000000002,2.6031999999999997,2.5742000000000003,2.5962
33,2.1001000000000003,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437,3.4403,3.4400999999999997,3.4533,3.4691,3.3790999999999998,3.2210999999999994,3.0800999999999994,2.9653999999999994,2.9024,2.7724,2.7204000000000006,2.689800000000001,2.672200000000001,2.653300000000001,2.720400000000001,2.7842000000000007,2.7762000000000002,2.6031999999999997,2.5742000000000003,2.5962,2.6672
34,2.1510000000000002,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437,3.4403,3.4400999999999997,3.4533,3.4691,3.3790999999999998,3.2210999999999994,3.0800999999999994,2.9653999999999994,2.9024,2.7724,2.7204000000000006,2.689800000000001,2.672200000000001,2.653300000000001,2.720400000000001,2.7842000000000007,2.7762000000000002,2.6031999999999997,2.5742000000000003,2.5962,2.6672,2.6801999999999992
35,2.1809999999999996,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437,3.4403,3.4400999999999997,3.4533,3.4691,3.3790999999999998,3.2210999999999994,3.0800999999999994,2.9653999999999994,2.9024,2.7724,2.7204000000000006,2.689800000000001,2.672200000000001,2.653300000000001,2.720400000000001,2.7842000000000007,2.7762000000000002,2.6031999999999997,2.5742000000000003,2.5962,2.6672,2.6801999999999992,2.6862
36,2.2159,2.231,2.2284999999999995,2.227699999999999,2.226599999999999,2.2420999999999993,2.3909999999999996,2.6407,2.7927,2.8817,3.0696,3.2225999999999995,3.253599999999999,3.2788999999999993,3.2809999999999997,3.2669999999999995,3.2824999999999998,3.4048999999999996,3.6288999999999993,3.6129,3.6039,3.5919,3.5649,3.5128999999999992,3.4501000000000004,3.437,3.4403,3.4400999999999997,3.4533,3.4691,3.3790999999999998,3.2210999999999994,3.0800999999999994,2.9653999999999994,2.9024,2.7724,2.7204000000000006,2.689800000000001,2.672200000000001,2.653300000000001,2.720400000000001,2.7842000000000007,2.7762000000000002,2.6031999999999997,2.5742000000000003,2.5962,2.6672,2.6801999999999992,2.6862,2.6983999999999995
